description,category_id,category_name,skill_name,level
Bạn nào rành Python cơ bản chỉ giúp mình vài buổi nhập môn với.,1,Lập trình phần mềm,Python cơ bản,Cơ bản
"Mình học Bảo mật ứng dụng web được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",1,Lập trình phần mềm,Bảo mật ứng dụng web,Trung bình
"Mình là học sinh mới, muốn được chỉ nấu món chay từ những khái niệm đầu tiên.",10,Nấu ăn,nấu món chay,Cơ bản
Cần người ôn lại và củng cố kiến thức Google Cloud Platform ở mức trung bình.,1,Lập trình phần mềm,Google Cloud Platform,Trung bình
"Tìm người hỗ trợ Tiếng Ý theo buổi, không cần cam kết dài hạn.",3,Ngoại ngữ,Tiếng Ý,Không xác định
Cần người giỏi cầu lông hỗ trợ giải quyết vấn đề khó trong công việc.,11,Thể thao,cầu lông,Nâng cao
Tìm mentor Nghiên cứu người dùng (UX Research) trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,5,UI/UX,Nghiên cứu người dùng (UX Research),Nâng cao
"Mình đã có nền tảng Thanh nhạc cho trẻ em khá tốt, muốn học chuyên sâu hơn.",7,Âm nhạc,Thanh nhạc cho trẻ em,Nâng cao
Cần đặt lịch học Rust vào cuối tuần.,12,Gia sư & Học tập,Rust,Không xác định
"Mình học Thiết kế banner quảng cáo được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",4,Thiết kế đồ họa,Thiết kế banner quảng cáo,Trung bình
"Tìm người hỗ trợ bóng đá theo buổi, không cần cam kết dài hạn.",11,Thể thao,bóng đá,Không xác định
"Mình đã có nền tảng Golang khá tốt, muốn học chuyên sâu hơn.",1,Lập trình phần mềm,Golang,Nâng cao
"Mình biết Ký họa (Sketching) ở mức cơ bản, muốn lên trình độ trung cấp.",8,Nghệ thuật,Ký họa (Sketching),Trung bình
"Tìm người có kinh nghiệm về Làm đồ handmade trang trí để trao đổi, học hỏi.",8,Nghệ thuật,Làm đồ handmade trang trí,Không xác định
Tìm mentor Khai phá dữ liệu (Data Mining) trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,2,AI & Data Science,Khai phá dữ liệu (Data Mining),Nâng cao
Cần một buổi học Blender 3D cơ bản dành cho người mới bắt đầu.,1,Lập trình phần mềm,Blender 3D cơ bản,Cơ bản
Tìm mentor Luyện thi vào lớp 10 trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,12,Gia sư & Học tập,Luyện thi vào lớp 10,Nâng cao
Cần chuyên gia Toán Tiểu học hướng dẫn làm dự án thực tế.,12,Gia sư & Học tập,Toán Tiểu học,Nâng cao
"Đang tìm mentor Tiếng Nhật N3, thời gian học có thể thương lượng.",3,Ngoại ngữ,Tiếng Nhật N3,Không xác định
"Mình mới tìm hiểu Lịch Sử, cần người kèm cặp cơ bản.",12,Gia sư & Học tập,Lịch Sử,Cơ bản
"Mình mất gốc hoàn toàn, muốn tìm người kèm nấu món chay từ con số 0.",10,Nấu ăn,nấu món chay,Cơ bản
Cần tư vấn chuyên sâu về Java cho một dự án cụ thể đang làm.,1,Lập trình phần mềm,Java,Nâng cao
"Mình đã có nền tảng Blender 3D cơ bản khá tốt, muốn học chuyên sâu hơn.",12,Gia sư & Học tập,Blender 3D cơ bản,Nâng cao
"Muốn thực hành thêm Time Series Forecasting vì đang ở trình độ trung bình, hay bị vướng.",2,AI & Data Science,Time Series Forecasting,Trung bình
Có thợ nào sửa xe máy rảnh trong tuần này không ạ.,9,Sửa chữa,sửa xe máy,Không xác định
Cần buổi thực hành Swift UI nâng cao hơn một chút so với người mới.,1,Lập trình phần mềm,Swift UI,Trung bình
Cần người giỏi Sinh Học phổ thông hỗ trợ giải quyết vấn đề khó trong công việc.,12,Gia sư & Học tập,Sinh Học phổ thông,Nâng cao
Cần người ôn lại và củng cố kiến thức React Native ở mức trung bình.,1,Lập trình phần mềm,React Native,Trung bình
Tìm mentor Toán lớp 10-12 trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,12,Gia sư & Học tập,Toán lớp 10-12,Nâng cao
"Tìm người dạy Kế toán cơ bản cho chủ shop cho người tay ngang, chưa từng học qua.",6,Marketing & Kinh doanh,Kế toán cơ bản cho chủ shop,Cơ bản
"Mình đã có nền tảng Tiếng Anh trẻ em mất gốc khá tốt, muốn học chuyên sâu hơn.",3,Ngoại ngữ,Tiếng Anh trẻ em mất gốc,Nâng cao
"Mình là học sinh mới, muốn được chỉ Git & GitHub từ những khái niệm đầu tiên.",1,Lập trình phần mềm,Git & GitHub,Cơ bản
"Mình đã có nền tảng Solidity (Blockchain) khá tốt, muốn học chuyên sâu hơn.",1,Lập trình phần mềm,Solidity (Blockchain),Nâng cao
"Tìm gia sư dạy Toán lớp 10-12 cấp độ vỡ lòng, học chậm cũng được.",12,Gia sư & Học tập,Toán lớp 10-12,Cơ bản
Cần buổi thực hành Chỉnh sửa video (Premiere) nâng cao hơn một chút so với người mới.,8,Nghệ thuật,Chỉnh sửa video (Premiere),Trung bình
"Tìm người dạy UI cho Web cho người tay ngang, chưa từng học qua.",5,UI/UX,UI cho Web,Cơ bản
Cần buổi thực hành MLOps nâng cao hơn một chút so với người mới.,2,AI & Data Science,MLOps,Trung bình
"Đang loay hoay không biết bắt đầu Chăm sóc khách hàng từ đâu, mong được hỗ trợ.",6,Marketing & Kinh doanh,Chăm sóc khách hàng,Cơ bản
Cần tìm người hỗ trợ về Illustrator.,4,Thiết kế đồ họa,Illustrator,Không xác định
Cần một buổi học LLM & Chatbot AI dành cho người mới bắt đầu.,2,AI & Data Science,LLM & Chatbot AI,Cơ bản
Tìm người luyện tập cùng để cải thiện Figma ở mức khá.,5,UI/UX,Figma,Trung bình
"Mình mất gốc hoàn toàn, muốn tìm người kèm Bảo mật ứng dụng web từ con số 0.",1,Lập trình phần mềm,Bảo mật ứng dụng web,Cơ bản
Muốn được đào tạo chuyên sâu AI Agent để làm freelance/đi làm chính thức.,2,AI & Data Science,AI Agent,Nâng cao
"Đang tìm mentor UI cho Web, thời gian học có thể thương lượng.",5,UI/UX,UI cho Web,Không xác định
"Đang loay hoay không biết bắt đầu Hướng nghiệp cho học sinh từ đâu, mong được hỗ trợ.",12,Gia sư & Học tập,Hướng nghiệp cho học sinh,Cơ bản
Muốn được đào tạo chuyên sâu Photoshop để làm freelance/đi làm chính thức.,4,Thiết kế đồ họa,Photoshop,Nâng cao
"Mình chưa biết gì về Email Marketing, ai có thể hướng dẫn từng bước không?",6,Marketing & Kinh doanh,Email Marketing,Cơ bản
Cần người giỏi Redis hỗ trợ giải quyết vấn đề khó trong công việc.,1,Lập trình phần mềm,Redis,Nâng cao
"Có ai rảnh dạy Luyện thi chứng chỉ tin học văn phòng không, mình cần gấp trong tuần này.",12,Gia sư & Học tập,Luyện thi chứng chỉ tin học văn phòng,Không xác định
Cần người giỏi Hướng nghiệp cho học sinh hỗ trợ giải quyết vấn đề khó trong công việc.,12,Gia sư & Học tập,Hướng nghiệp cho học sinh,Nâng cao
Cần đặt lịch học Thiết kế Landing Page vào cuối tuần.,5,UI/UX,Thiết kế Landing Page,Không xác định
"Mình là học sinh mới, muốn được chỉ MLOps từ những khái niệm đầu tiên.",2,AI & Data Science,MLOps,Cơ bản
"Tìm người có kinh nghiệm về Thiết kế ấn phẩm in để trao đổi, học hỏi.",4,Thiết kế đồ họa,Thiết kế ấn phẩm in,Không xác định
Mình cần một người hướng dẫn Kiểm thử phần mềm (QA) theo lịch linh hoạt.,1,Lập trình phần mềm,Kiểm thử phần mềm (QA),Không xác định
Cần người hướng dẫn User Journey Mapping cơ bản cho người chưa có nền tảng.,5,UI/UX,User Journey Mapping,Cơ bản
Cần người giỏi Bass Guitar hỗ trợ giải quyết vấn đề khó trong công việc.,11,Thể thao,Bass Guitar,Nâng cao
Tìm người có thể thử thách và nâng trình Saxophone của mình lên tầm cao mới.,7,Âm nhạc,Saxophone,Nâng cao
"Mình biết C++ cơ bản ở mức cơ bản, muốn lên trình độ trung cấp.",1,Lập trình phần mềm,C++ cơ bản,Trung bình
"Ai có thể giúp mình về Bass Guitar không, cảm ơn nhiều.",7,Âm nhạc,Bass Guitar,Không xác định
Cần đặt lịch học Figma vào cuối tuần.,5,UI/UX,Figma,Không xác định
"Đang loay hoay không biết bắt đầu đạp xe từ đâu, mong được hỗ trợ.",11,Thể thao,đạp xe,Cơ bản
Cần người review lại các lỗi cơ bản khi làm Yoga.,11,Thể thao,Yoga,Trung bình
"Muốn trao đổi, thực hành Phát âm tiếng Anh cùng người có kinh nghiệm hơn một chút.",3,Ngoại ngữ,Phát âm tiếng Anh,Trung bình
Tìm người có thể thử thách và nâng trình Thanh nhạc cho trẻ em của mình lên tầm cao mới.,7,Âm nhạc,Thanh nhạc cho trẻ em,Nâng cao
Cần tư vấn chuyên sâu về Data Science cho một dự án cụ thể đang làm.,2,AI & Data Science,Data Science,Nâng cao
"Mình mới tìm hiểu Tài chính cá nhân, cần người kèm cặp cơ bản.",6,Marketing & Kinh doanh,Tài chính cá nhân,Cơ bản
"Có ai rảnh dạy Organ/Keyboard không, mình cần gấp trong tuần này.",7,Âm nhạc,Organ/Keyboard,Không xác định
"Tìm người hỗ trợ Shopify Dev theo buổi, không cần cam kết dài hạn.",1,Lập trình phần mềm,Shopify Dev,Không xác định
"Ai nhận sửa máy in trong đêm nay không, trả thêm phí cũng được.",9,Sửa chữa,sửa máy in,Khẩn cấp
"Muốn thực hành thêm Toán lớp 6-9 vì đang ở trình độ trung bình, hay bị vướng.",12,Gia sư & Học tập,Toán lớp 6-9,Trung bình
Mình cần một người hướng dẫn Xây kênh TikTok theo lịch linh hoạt.,6,Marketing & Kinh doanh,Xây kênh TikTok,Không xác định
"Tìm người hỗ trợ FastAPI theo buổi, không cần cam kết dài hạn.",4,Thiết kế đồ họa,FastAPI,Không xác định
"Mình là học sinh mới, muốn được chỉ Luyện thi học sinh giỏi từ những khái niệm đầu tiên.",12,Gia sư & Học tập,Luyện thi học sinh giỏi,Cơ bản
"Mình đã có nền tảng bóng đá cho trẻ em khá tốt, muốn học chuyên sâu hơn.",11,Thể thao,bóng đá cho trẻ em,Nâng cao
"Mình học Sản xuất nhạc (Music Production) được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",7,Âm nhạc,Sản xuất nhạc (Music Production),Trung bình
"Muốn học thử PostgreSQL một buổi xem có hợp không, trình độ mới toanh.",1,Lập trình phần mềm,PostgreSQL,Cơ bản
Cần chuyên gia Guitar Điện (Electric) hướng dẫn làm dự án thực tế.,7,Âm nhạc,Guitar Điện (Electric),Nâng cao
Cần đặt lịch học Design Thinking vào cuối tuần.,5,UI/UX,Design Thinking,Không xác định
"Mình là học sinh mới, muốn được chỉ Time Series Forecasting từ những khái niệm đầu tiên.",2,AI & Data Science,Time Series Forecasting,Cơ bản
Cần người giỏi Big Data / Spark hỗ trợ giải quyết vấn đề khó trong công việc.,2,AI & Data Science,Big Data / Spark,Nâng cao
Cần một buổi học Tiếng Tây Ban Nha dành cho người mới bắt đầu.,3,Ngoại ngữ,Tiếng Tây Ban Nha,Cơ bản
"Đã tự học React Native một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",1,Lập trình phần mềm,React Native,Trung bình
Cần người ôn lại và củng cố kiến thức Organ/Keyboard ở mức trung bình.,7,Âm nhạc,Organ/Keyboard,Trung bình
Bạn nào rành Luyện chữ đẹp chỉ giúp mình vài buổi nhập môn với.,12,Gia sư & Học tập,Luyện chữ đẹp,Cơ bản
Nhà mình đang cần thợ sửa máy nước nóng gấp trong hôm nay.,1,Lập trình phần mềm,sửa máy nước nóng,Không xác định
Cần tư vấn chuyên sâu về DJ cơ bản cho một dự án cụ thể đang làm.,7,Âm nhạc,DJ cơ bản,Nâng cao
"Mình cần trao đổi trực tiếp về trang trí bánh kem, ai có kinh nghiệm inbox giúp mình.",10,Nấu ăn,trang trí bánh kem,Không xác định
"Tìm thợ sửa ống nước có kinh nghiệm, làm nhanh gọn.",9,Sửa chữa,sửa ống nước,Không xác định
"Mình đã có nền tảng Unity (C#) khá tốt, muốn học chuyên sâu hơn.",1,Lập trình phần mềm,Unity (C#),Nâng cao
"Tìm thợ sửa điện thoại có thể qua liền, xin cảm ơn.",9,Sửa chữa,sửa điện thoại,Khẩn cấp
Cần người giỏi Thiết kế banner quảng cáo hỗ trợ giải quyết vấn đề khó trong công việc.,4,Thiết kế đồ họa,Thiết kế banner quảng cáo,Nâng cao
"Đang loay hoay không biết bắt đầu Thanh nhạc cho trẻ em từ đâu, mong được hỗ trợ.",7,Âm nhạc,Thanh nhạc cho trẻ em,Cơ bản
Cần người ôn lại và củng cố kiến thức trang trí tiệc/set bàn ăn ở mức trung bình.,10,Nấu ăn,trang trí tiệc/set bàn ăn,Trung bình
"Đã tự học CI/CD một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",1,Lập trình phần mềm,CI/CD,Trung bình
"Tìm thợ sửa điện dân dụng có kinh nghiệm, làm nhanh gọn.",9,Sửa chữa,sửa điện dân dụng,Không xác định
Cần người review lại các lỗi cơ bản khi làm Vẽ tranh tường (Mural).,8,Nghệ thuật,Vẽ tranh tường (Mural),Trung bình
"Mình mất gốc hoàn toàn, muốn tìm người kèm nấu ăn cho bé ăn dặm từ con số 0.",10,Nấu ăn,nấu ăn cho bé ăn dặm,Cơ bản
Muốn được đào tạo chuyên sâu Gọi vốn khởi nghiệp (Pitching) để làm freelance/đi làm chính thức.,6,Marketing & Kinh doanh,Gọi vốn khởi nghiệp (Pitching),Nâng cao
Cần người ôn lại và củng cố kiến thức Cấu trúc dữ liệu & giải thuật ở mức trung bình.,1,Lập trình phần mềm,Cấu trúc dữ liệu & giải thuật,Trung bình
"Đang loay hoay không biết bắt đầu Khởi nghiệp (Startup) từ đâu, mong được hỗ trợ.",6,Marketing & Kinh doanh,Khởi nghiệp (Startup),Cơ bản
Cần chuyên gia Harmonica (Kèn harmonica) hướng dẫn làm dự án thực tế.,7,Âm nhạc,Harmonica (Kèn harmonica),Nâng cao
"Mình đã biết chút ít về Piano, muốn học thêm để vững hơn.",7,Âm nhạc,Piano,Trung bình
Cần người giỏi Google Ads hỗ trợ giải quyết vấn đề khó trong công việc.,6,Marketing & Kinh doanh,Google Ads,Nâng cao
"Mình biết Sketch App ở mức cơ bản, muốn lên trình độ trung cấp.",5,UI/UX,Sketch App,Trung bình
Cần người hướng dẫn Kỹ năng học tập hiệu quả cơ bản cho người chưa có nền tảng.,12,Gia sư & Học tập,Kỹ năng học tập hiệu quả,Cơ bản
Cần tìm người hỗ trợ về Reinforcement Learning.,2,AI & Data Science,Reinforcement Learning,Không xác định
Cần lộ trình học Toán luyện thi Đại học cơ bản trong 1-2 tháng.,12,Gia sư & Học tập,Toán luyện thi Đại học,Cơ bản
